px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.71228	-6.42135	-2.75354	-2.57492	-0.200684	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.708899
7.8621	-6.36983	-2.76671	-2.64642	-0.335892	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	2.65436
7.98379	-6.31234	-2.7404	-2.66987	-0.343855	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.378178
8.07145	-6.21515	-2.70721	-2.60627	-0.164375	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	5.46676
8.17382	-6.14615	-2.69035	-2.60901	-0.158187	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.323822
8.29988	-6.06904	-2.68968	-2.61246	-0.146485	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.023881
8.43326	-5.988	-2.70229	-2.61731	-0.141651	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.0892979
8.54218	-5.91142	-2.69553	-2.60286	-0.0936803	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.357088
8.65434	-5.84019	-2.69345	-2.60442	-0.0896441	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.024602
8.78384	-5.78669	-2.70516	-2.64246	-0.162498	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.948634
8.91131	-5.69995	-2.73388	-2.63635	-0.142678	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.546424
9.01491	-5.61062	-2.71869	-2.58805	-0.0163906	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.30055
9.13546	-5.51383	-2.74513	-2.57096	0.0081561	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.572547
9.24087	-5.40389	-2.73122	-2.51204	0.133342	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	2.48791
9.35883	-5.29141	-2.74737	-2.48536	0.159149	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.449161
9.46191	-5.17925	-2.73993	-2.43609	0.245254	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	1.12029
9.568	-5.07081	-2.74039	-2.41177	0.259571	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.166087
9.68479	-4.99865	-2.74527	-2.44284	0.162268	9.62802	-5.02338	9.65	-5	1.99604	0.998028	1.41479
9.78114	-4.91926	-2.72713	-2.43747	0.159256	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.200778
9.87678	-4.80597	-2.71532	-2.38614	0.255187	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.50521
9.97629	-4.72017	-2.68973	-2.37994	0.245751	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.374604
10.0623	-4.5994	-2.68001	-2.31872	0.352484	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	1.71778
10.1557	-4.47944	-2.68556	-2.289	0.365866	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.137023
10.2513	-4.36788	-2.6855	-2.27175	0.357389	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.102018
10.3461	-4.25591	-2.68483	-2.25365	0.355407	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.00314993
10.4341	-4.15276	-2.68779	-2.24043	0.347518	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.181054
10.5241	-4.02304	-2.72193	-2.21325	0.358562	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.666925
10.6362	-3.93355	-2.73304	-2.2594	0.217156	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	3.00056
10.7252	-3.80603	-2.76058	-2.23768	0.230017	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.484158
10.7596	-3.66222	-2.74509	-2.11849	0.469333	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	8.6009
10.8347	-3.51499	-2.78455	-2.08184	0.484826	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.953915
10.9424	-3.41946	-2.78837	-2.14555	0.288371	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	5.53456
11.0238	-3.28904	-2.81001	-2.12868	0.290457	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.280371
11.0592	-3.14672	-2.80245	-2.03812	0.458763	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	4.30876
11.1277	-3.00117	-2.83274	-2.01008	0.463836	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.545098
11.1303	-2.82495	-2.83125	-1.86209	0.736949	11.1386	-2.78926	11.15	-2.8	0	2.73104	10.6655
11.1643	-2.66846	-2.83528	-1.81344	0.747269	11.141	-2.65084	11.15	-2.65	0	2.73102	0.115214
11.1747	-2.50648	-2.8384	-1.72909	0.842956	11.1042	-2.54354	11.15	-2.55	0	1.81785	1.27318
11.1859	-2.37895	-2.79608	-1.68391	0.846351	11.1497	-2.45904	11.15	-2.45	0	1.81785	1.02317
11.2847	-2.27271	-2.76512	-1.805	0.47471	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	20.2248
11.325	-2.11685	-2.79952	-1.78376	0.467335	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.709586
11.338	-1.96177	-2.80033	-1.72774	0.535054	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.656564
11.3578	-1.82381	-2.77916	-1.69974	0.535141	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.247702
11.3729	-1.67241	-2.77888	-1.66512	0.548291	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0598735
11.3781	-1.5232	-2.77256	-1.62996	0.555261	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.070263
11.3204	-1.3628	-2.78056	-1.48934	0.803766	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	8.31596
11.2892	-1.21885	-2.76585	-1.43356	0.819991	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.359916
11.1952	-1.06175	-2.79413	-1.26923	1.0876	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	9.91343
11.1225	-0.920073	-2.78873	-1.1908	1.11246	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.626002
11.0573	-0.792197	-2.7934	-1.12149	1.14011	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.294392
10.9816	-0.662337	-2.80404	-1.05608	1.14916	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.251881
10.8702	-0.543834	-2.83846	-0.933362	1.29213	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	3.75391
10.7759	-0.41596	-2.86448	-0.869017	1.28629	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.477052
10.6826	-0.297623	-2.84941	-0.819866	1.23846	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.478784
10.5631	-0.209659	-2.82427	-0.734136	1.26792	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.494738
10.4237	-0.128701	-2.87187	-0.611582	1.3995	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	4.47168
10.2914	-0.0521778	-2.87899	-0.532182	1.41072	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.238491
10.1901	0.0192473	-2.81979	-0.502544	1.31813	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	4.1281
10.0509	0.0399309	-2.7866	-0.396659	1.38184	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.30338
9.91196	0.0906972	-2.78059	-0.320464	1.38425	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.456254
9.75781	0.102839	-2.7634	-0.214542	1.431	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.508907
9.60977	0.125745	-2.79731	-0.130642	1.4552	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.07765
9.46882	0.142172	-2.80187	-0.0600542	1.45079	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.0210424
9.3376	0.12973	-2.70428	0.0223527	1.4498	9.22819	0.16178	9.35	0.15	-1.81963	0	8.50615
9.20089	0.129348	-2.69302	0.0903901	1.43528	9.24456	0.139817	9.25	0.15	-1.81962	0	0.25865
9.06034	0.127787	-2.7266	0.146148	1.40803	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.0735
8.93546	0.159786	-2.72152	0.155769	1.31895	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	1.44407
8.79661	0.150309	-2.74444	0.202876	1.28706	8.84168	0.257617	8.8	0.25	-2.99995	0	0.819147
8.66257	0.16673	-2.7422	0.215517	1.21039	8.65606	0.24536	8.65	0.25	-2.99994	0	1.00305
8.52196	0.148132	-2.7615	0.257558	1.17795	8.43549	0.247188	8.5	0.25	-2.99323	0	0.63936
8.3799	0.163339	-2.76211	0.257896	1.09039	8.34184	0.250769	8.35	0.25	-2.9932	0	1.42191
8.2365	0.128884	-2.75605	0.309354	1.07917	8.27073	0.243988	8.2	0.25	-2.73233	0	0.251731
8.08077	0.150603	-2.74802	0.291252	0.966044	8.03847	0.260731	8.05	0.25	-2.73234	0	2.24174
7.9422	0.125024	-2.76653	0.315571	0.922925	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.829468
7.79581	0.107393	-2.77592	0.329233	0.874106	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.787737
7.64245	0.0868916	-2.81978	0.328459	0.789064	7.46173	0.143776	7.6	0.15	-2.99599	0	3.16634
7.49706	0.0812171	-2.81534	0.322067	0.722291	7.45455	0.149294	7.45	0.15	-2.99596	0	0.989266
7.38154	0.0069146	-2.74619	0.410522	0.825394	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	6.81919
7.24635	-0.0150416	-2.72111	0.415568	0.768622	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.826359
7.10214	-0.0598518	-2.73889	0.426211	0.705305	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	1.81377
6.95973	-0.126802	-2.74901	0.464742	0.704078	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.106469
6.89303	-0.273702	-2.65211	0.649754	0.9968	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	20.2004
6.79356	-0.359404	-2.63195	0.705114	0.99968	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.405591
6.64117	-0.374645	-2.67287	0.607838	0.700048	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	12.8539
6.53858	-0.479243	-2.68895	0.667982	0.733002	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.495676
6.47573	-0.639842	-2.65893	0.839603	0.994468	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	10.3299
6.40045	-0.782985	-2.66965	0.930012	1.04272	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	1.08658
6.35992	-0.939634	-2.67483	1.07886	1.23574	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	4.17657
6.31517	-1.08718	-2.69219	1.16851	1.26977	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.996534
6.25212	-1.22269	-2.69701	1.22168	1.23304	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.416494
6.21334	-1.38487	-2.71836	1.30532	1.24869	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.66206
6.25415	-1.58706	-2.76659	1.53619	1.58778	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	14.3171
6.27727	-1.7419	-2.75836	1.64179	1.61338	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.6138
6.28045	-1.87008	-2.73928	1.69424	1.55097	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.704942
6.31606	-2.01138	-2.74338	1.7841	1.5651	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.327918
6.32647	-2.14627	-2.70136	1.81239	1.4352	6.45002	-2.23466	6.35	-2.2	0	-2.72856	3.7071
6.35904	-2.30002	-2.71926	1.88265	1.41802	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.262318
6.41475	-2.44628	-2.73236	1.96715	1.42996	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.360734
6.46811	-2.59822	-2.75472	2.03303	1.40596	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.396518
6.47636	-2.72165	-2.64449	2.00103	1.16607	6.46538	-2.81029	6.45	-2.8	0	-2.72732	16.2413
6.51251	-2.87692	-2.67233	2.03064	1.11112	6.45762	-2.94003	6.45	-2.95	0	-2.7273	1.0164
6.57645	-3.01647	-2.69423	2.08932	1.11565	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.05586
6.60894	-3.19873	-2.75251	2.08703	1.01435	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	3.47855
6.66573	-3.33888	-2.7396	2.10833	0.945783	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.56033
6.7043	-3.52629	-2.79797	2.09497	0.843511	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	3.39078
6.75727	-3.6674	-2.77225	2.09933	0.759174	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.97473
6.79625	-3.84883	-2.8151	2.08059	0.667537	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.2642
6.83851	-3.98923	-2.77253	2.06491	0.561466	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	2.9793
6.87901	-4.16475	-2.80706	2.04551	0.486718	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	1.49544
6.90309	-4.29311	-2.74869	2.0062	0.352238	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	5.04034
6.95502	-4.42787	-2.75875	2.01241	0.33537	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.10449
7.04625	-4.55279	-2.81126	2.07981	0.446799	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	4.14074
7.11644	-4.69682	-2.83997	2.09093	0.42921	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0.710058
7.16392	-4.81741	-2.79889	2.07759	0.355327	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.28913
7.23944	-4.93871	-2.80312	2.101	0.36327	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.0582398
7.30331	-5.07102	-2.77919	2.09909	0.317906	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.863764
7.3642	-5.21867	-2.78984	2.09328	0.283851	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0.248057
7.47069	-5.34137	-2.86228	2.16306	0.404999	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.80978
7.54222	-5.48526	-2.8889	2.16089	0.37152	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.645155
7.59553	-5.60231	-2.83351	2.14146	0.29168	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.14314
7.663	-5.7268	-2.8349	2.14462	0.275103	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.0591501
7.75818	-5.85851	-2.8617	2.17516	0.310296	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.23833
7.84041	-6.00583	-2.87892	2.17473	0.284397	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.288108
7.89347	-6.13031	-2.79552	2.14221	0.182557	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.14228
7.96834	-6.26178	-2.79327	2.14358	0.170108	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.0481671
8.05485	-6.38913	-2.79496	2.15634	0.17564	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.0280824
8.15229	-6.49732	-2.78089	2.18702	0.206025	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.239343
8.25717	-6.6236	-2.81499	2.21684	0.243443	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.18014
8.3448	-6.74794	-2.81327	2.22435	0.235067	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.0213856
8.42829	-6.86937	-2.78596	2.2232	0.205914	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.0404
8.49131	-7.01371	-2.7899	2.19594	0.150071	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.493735
8.57267	-7.14003	-2.77821	2.19271	0.128861	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.30556
8.61633	-7.30684	-2.79354	2.13666	0.0374221	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.25705
8.69463	-7.42657	-2.80366	2.14213	0.0457841	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.113734
8.76467	-7.5488	-2.80515	2.137	0.0350673	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.0186664
8.83949	-7.67874	-2.79455	2.13016	0.0189488	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.184731
8.89282	-7.82954	-2.79943	2.09572	-0.0322178	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.410002
8.95946	-7.96301	-2.78491	2.08133	-0.056269	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.275997
8.99879	-8.12508	-2.79572	2.0326	-0.121539	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.660677
9.06135	-8.26188	-2.78762	2.01946	-0.134456	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0773421
9.14066	-8.38217	-2.77497	2.033	-0.105057	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.202084
9.21912	-8.50592	-2.80646	2.05366	-0.0509558	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.64639
9.2636	-8.64112	-2.80864	2.02795	-0.0838828	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.208762
9.32718	-8.76668	-2.81519	2.02858	-0.0724917	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.218814
9.37479	-8.91117	-2.83042	2.00343	-0.102931	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.265681
9.40645	-9.0519	-2.77576	1.94903	-0.203852	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.89424
9.45694	-9.18623	-2.76412	1.93706	-0.205335	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.152722
9.50839	-9.32698	-2.76193	1.92457	-0.20699	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.0798562
9.55435	-9.46672	-2.756	1.90932	-0.212689	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.0583262
9.61161	-9.61098	-2.76668	1.9075	-0.193431	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.220024
9.6646	-9.754	-2.76811	1.90043	-0.188375	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.011419
9.73242	-9.8903	-2.80294	1.92232	-0.124966	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.84953
9.76652	-10.0312	-2.81005	1.90014	-0.14714	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.102633
9.7809	-10.1739	-2.76061	1.84081	-0.252984	9.75497	-10.1932	9.75	-10.2	0	-2.72857	3.94687
9.79055	-10.3376	-2.77354	1.79334	-0.299916	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.427621
9.83235	-10.4855	-2.78466	1.79322	-0.26527	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.388456
9.86298	-10.6376	-2.7884	1.776	-0.268789	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0102082
9.86376	-10.7857	-2.75639	1.7159	-0.362432	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.19592
9.86979	-10.9398	-2.7592	1.68158	-0.382375	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.0939717
9.87635	-11.0898	-2.75239	1.64773	-0.40825	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.128908
9.86752	-11.2459	-2.75736	1.60673	-0.433609	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.163908
9.88366	-11.3862	-2.76927	1.60498	-0.392162	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.368498
9.87872	-11.5356	-2.78471	1.57589	-0.404069	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.162327
9.84751	-11.6853	-2.76253	1.50243	-0.512287	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.36684
9.80304	-11.8471	-2.77883	1.44339	-0.553495	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.525243
9.75525	-11.9943	-2.76583	1.36949	-0.644227	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	1.23342
9.69828	-12.1474	-2.77671	1.31195	-0.67322	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.304345
9.61144	-12.2836	-2.76036	1.19893	-0.83216	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	3.35409
9.55158	-12.4042	-2.73457	1.14992	-0.839878	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.619181
9.42181	-12.5178	-2.72122	0.990488	-1.0773	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	7.10755
9.34267	-12.6174	-2.68757	0.931564	-1.08237	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.826579
9.21028	-12.7184	-2.69519	0.791987	-1.25597	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	4.10107
9.08649	-12.8053	-2.68789	0.704682	-1.28113	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.57199
8.98346	-12.9023	-2.68053	0.660308	-1.2242	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.48474
8.86006	-12.9778	-2.67191	0.584621	-1.23695	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.180458
8.74419	-13.0607	-2.66459	0.540655	-1.18142	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.681045
8.59838	-13.136	-2.68744	0.467603	-1.18651	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.37029
8.41852	-13.1499	-2.72171	0.279938	-1.45664	8.43462	-13.263	8.4	-13.15	-2.72644	0	9.89708
8.27006	-13.1761	-2.71749	0.191651	-1.46801	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.116812
8.12311	-13.1803	-2.73517	0.0810001	-1.5491	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.988294
7.97873	-13.1796	-2.74114	-0.00421102	-1.55742	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.151179
7.85329	-13.2153	-2.68643	-0.0018591	-1.36461	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	6.51503
7.68977	-13.2259	-2.71634	-0.0653953	-1.34153	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.540372
7.53278	-13.1889	-2.74406	-0.182992	-1.43928	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	1.85166
7.3797	-13.1527	-2.75213	-0.265074	-1.44107	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.0777067
7.24591	-13.1451	-2.70073	-0.27808	-1.29761	7.19553	-13.2012	7.2	-13.15	-2.73035	0	4.46644
7.08984	-13.1185	-2.72353	-0.33031	-1.26673	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.407036
6.95216	-13.0897	-2.69692	-0.360885	-1.18476	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.46412
6.77303	-13.0721	-2.75221	-0.381247	-1.1129	6.672	-13.1364	6.65	-13.15	-3.63617	0	2.11448
6.63495	-13.0867	-2.66206	-0.318988	-0.849324	6.53838	-13.1322	6.55	-13.15	-1.81656	0	14.6735
6.48173	-13.0756	-2.67449	-0.32757	-0.795666	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.04104
6.34167	-13.0295	-2.67319	-0.363634	-0.77912	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.13589
6.18893	-12.9947	-2.6907	-0.383538	-0.746499	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.367746
6.05654	-12.8836	-2.74698	-0.511061	-0.929059	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	6.51972
5.9049	-12.8219	-2.77099	-0.541274	-0.898491	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.40628
5.77457	-12.7652	-2.7414	-0.553772	-0.822966	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	1.4835
5.61614	-12.7113	-2.77022	-0.561676	-0.768882	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.878
5.49055	-12.6102	-2.79839	-0.634066	-0.834983	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	1.29914
5.32701	-12.5361	-2.84092	-0.643363	-0.780118	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.22615
5.20309	-12.4431	-2.83966	-0.682464	-0.773682	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.039565
5.07246	-12.349	-2.84993	-0.713382	-0.756445	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.0867216
4.96667	-12.2589	-2.84466	-0.746226	-0.747756	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.128409
4.86772	-12.1552	-2.84491	-0.789854	-0.756441	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0271765
4.76853	-12.0764	-2.79621	-0.792702	-0.681215	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.91612
4.70833	-11.956	-2.77216	-0.864616	-0.737353	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.742971
4.62242	-11.8134	-2.8466	-0.948044	-0.833138	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.25993
4.5475	-11.6808	-2.85522	-1.00432	-0.853015	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.297979
4.48287	-11.5832	-2.77365	-1.02569	-0.804848	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.67118
4.46196	-11.449	-2.74376	-1.11402	-0.877982	4.55238	-11.4548	4.55	-11.45	0	1.99746	1.25034
4.38119	-11.284	-2.85593	-1.17151	-0.899307	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.8824
4.38044	-11.1063	-2.84815	-1.28816	-0.997812	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	1.44817
4.39545	-10.9683	-2.72209	-1.39626	-1.09326	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.2059
4.40301	-10.8243	-2.70159	-1.48238	-1.13407	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.66751
4.40008	-10.6791	-2.69413	-1.55	-1.14368	4.493	-10.7885	4.45	-10.7	0	2.72865	0.242047
4.41516	-10.5342	-2.68662	-1.62554	-1.16316	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.144568
4.42555	-10.3872	-2.68941	-1.68575	-1.15552	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0208187
4.4446	-10.2428	-2.68763	-1.7465	-1.15174	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.00469097
4.47195	-10.0998	-2.68872	-1.80379	-1.13933	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.156444
4.5243	-9.95446	-2.69531	-1.88029	-1.15767	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.0960563
4.56397	-9.81057	-2.70294	-1.92766	-1.12476	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.263533
4.62875	-9.66596	-2.71652	-1.99703	-1.13271	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.128783
